,NH3,NH3_final,H,H_final,label,Time,TimeProcess,People,Positive,Negative
495,51,51,32,32%,0,3:15 PM,915,10,10,8
496,48,48,35,35%,0,3:20 PM,920,1,0,0
497,47,47,29,29%,0,3:25 PM,925,3,1,0
498,48,48,27,27%,0,3:30 PM,930,4,3,0
499,46,46,26,26%,0,3:35 PM,935,6,4,4
500,46,46,27,27%,0,3:40 PM,940,5,3,3
501,44,44,24,24%,0,3:45 PM,945,10,8,10
502,48,48,21,21%,0,3:50 PM,950,6,6,3
503,49,49,23,23%,1,3:55 PM,955,5,3,2
504,44,44,27,27%,0,4:00 PM,960,2,2,0
505,41,41,25,25%,0,4:05 PM,965,1,0,0
506,44,44,27,27%,0,4:10 PM,970,6,6,5
507,47,47,23,23%,0,4:15 PM,975,7,4,5
508,47,47,27,27%,0,4:20 PM,980,3,0,1
509,45,45,27,27%,0,4:25 PM,985,0,0,0
510,45,45,24,24%,0,4:30 PM,990,2,2,0
511,45,45,27,27%,0,4:35 PM,995,1,0,1
512,44,44,27,27%,0,4:40 PM,1000,2,0,2
513,47,47,24,24%,0,4:45 PM,1005,3,0,3
514,44,44,26,26%,0,4:50 PM,1010,2,0,0
515,50,50,25,25%,0,4:55 PM,1015,1,1,1
516,57,57,27,27%,0,5:00 PM,1020,5,2,5
517,50,50,25,25%,0,5:05 PM,1025,0,0,0
518,56,56,27,27%,0,5:10 PM,1030,4,3,1
519,59,59,24,24%,0,5:15 PM,1035,5,5,1
520,56,56,25,25%,0,5:20 PM,1040,3,0,2
521,59,59,26,26%,0,5:25 PM,1045,3,1,0
522,56,56,28,28%,0,5:30 PM,1050,4,3,4
523,56,56,26,26%,0,5:35 PM,1055,3,1,0
524,59,59,29,29%,0,5:40 PM,1060,7,7,7
525,53,53,32,32%,0,5:45 PM,1065,2,2,0
526,58,58,37,37%,0,5:50 PM,1070,7,4,5
527,49,49,38,38%,1,5:55 PM,1075,4,3,2
528,42,42,34,34%,0,7:00 AM,420,3,2,3
529,42,42,34,34%,0,7:05 AM,425,3,3,1
530,46,46,39,39%,0,7:10 AM,430,6,6,5
531,46,46,37,37%,0,7:15 AM,435,4,1,1
532,43,43,35,35%,0,7:20 AM,440,3,3,3
533,44,44,33,33%,0,7:25 AM,445,4,3,4
534,41,41,34,34%,0,7:30 AM,450,3,2,0
535,45,45,33,33%,0,7:35 AM,455,6,4,4
536,45,45,38,38%,0,7:40 AM,460,4,3,2
537,41,41,33,33%,0,7:45 AM,465,7,6,3
538,48,48,36,36%,0,7:50 AM,470,8,6,8
539,47,47,32,32%,0,7:55 AM,475,7,4,7
540,45,45,31,31%,0,8:00 AM,480,1,0,0
541,46,46,26,26%,0,8:05 AM,485,4,1,1
542,47,47,27,27%,0,8:10 AM,490,0,0,0
543,47,47,31,31%,0,8:15 AM,495,5,2,1
544,46,46,23,23%,0,8:20 AM,500,3,0,1
545,48,48,23,23%,0,8:25 AM,505,2,0,2
546,42,42,24,24%,0,8:30 AM,510,1,1,0
547,46,46,24,24%,0,8:35 AM,515,0,0,0
548,45,45,26,26%,0,8:40 AM,520,1,1,1
549,38,38,24,24%,0,8:45 AM,525,1,0,1
550,45,45,24,24%,0,8:50 AM,530,4,3,0
551,46,46,21,21%,0,8:55 AM,535,5,4,5
552,44,44,23,23%,0,9:00 AM,540,0,0,0
553,43,43,21,21%,0,9:05 AM,545,1,0,0
554,43,43,24,24%,0,9:10 AM,550,0,0,0
555,47,47,23,23%,0,9:15 AM,555,0,0,0
556,44,44,27,27%,0,9:20 AM,560,3,2,3
557,40,40,24,24%,0,9:25 AM,565,1,0,1
558,42,42,24,24%,0,9:30 AM,570,3,1,0
559,41,41,21,21%,0,9:35 AM,575,2,1,1
560,46,46,24,24%,0,9:40 AM,580,2,2,1
561,43,43,24,24%,0,9:45 AM,585,3,1,2
562,47,47,27,27%,0,9:50 AM,590,2,2,1
563,46,46,24,24%,0,9:55 AM,595,4,4,1
564,47,47,26,26%,0,10:00 AM,600,3,0,3
565,46,46,29,29%,0,10:05 AM,605,3,2,0
566,40,40,24,24%,0,10:10 AM,610,2,1,0
567,47,47,22,22%,0,10:15 AM,615,1,1,0
568,48,48,25,25%,0,10:20 AM,620,4,1,2
569,45,45,22,22%,0,10:25 AM,625,1,1,0
570,48,48,29,29%,0,10:30 AM,630,2,0,1
571,43,43,25,25%,0,10:35 AM,635,3,2,3
572,48,48,21,21%,0,10:40 AM,640,4,1,2
573,45,45,24,24%,0,10:45 AM,645,2,0,0
574,48,48,27,27%,0,10:50 AM,650,3,1,0
575,45,45,23,23%,0,10:55 AM,655,3,0,2
576,45,45,25,25%,0,11:00 AM,660,2,2,2
577,40,40,28,28%,0,11:05 AM,665,2,2,0
578,38,38,30,30%,0,11:10 AM,670,4,3,3
579,42,42,30,30%,0,11:15 AM,675,3,1,1
580,43,43,28,28%,0,11:20 AM,680,3,0,3
581,39,39,27,27%,0,11:25 AM,685,5,4,2
582,45,45,25,25%,0,11:30 AM,690,3,0,1
583,43,43,23,23%,0,11:35 AM,695,5,5,4
584,45,45,31,31%,0,11:40 AM,700,7,5,4
585,48,48,23,23%,0,11:45 AM,705,3,2,2
586,46,46,24,24%,0,11:50 AM,710,5,5,5
587,40,40,29,29%,0,11:55 AM,715,2,0,2
588,41,41,27,27%,0,12:00 PM,720,10,7,10
589,46,46,22,22%,0,12:05 PM,725,6,5,5
590,40,40,20,20%,0,12:10 PM,730,3,2,2
591,40,40,22,22%,0,12:15 PM,735,5,5,4
592,46,46,21,21%,0,12:20 PM,740,2,2,2
593,46,46,22,22%,0,12:25 PM,745,4,3,4
594,50,50,23,23%,0,12:30 PM,750,4,4,3
595,48,48,22,22%,0,12:35 PM,755,4,2,0
596,53,53,25,25%,0,12:40 PM,760,5,4,4
597,55,55,24,24%,0,12:45 PM,765,7,4,7
598,56,56,28,28%,0,12:50 PM,770,8,8,5
599,58,58,22,22%,1,12:55 PM,775,11,8,10
600,62,62,29,29%,0,1:00 PM,780,9,7,8
601,60,60,28,28%,0,1:05 PM,785,5,2,5
602,60,60,23,23%,0,1:10 PM,790,6,3,2
603,60,60,30,30%,0,1:15 PM,795,8,6,5
604,57,57,26,26%,0,1:20 PM,800,5,3,5
605,59,59,30,30%,0,1:25 PM,805,8,7,8
606,57,57,22,22%,0,1:30 PM,810,7,7,5
607,58,58,26,26%,0,1:35 PM,815,7,7,5
608,58,58,24,24%,0,1:40 PM,820,9,8,8
609,59,59,24,24%,0,1:45 PM,825,2,1,2
610,52,52,26,26%,0,1:50 PM,830,2,1,1
611,48,48,25,25%,1,1:55 PM,835,5,3,5
612,43,43,27,27%,0,2:00 PM,840,4,2,2
613,45,45,28,28%,0,2:05 PM,845,4,3,3
614,46,46,28,28%,0,2:10 PM,850,5,2,1
615,45,45,24,24%,0,2:15 PM,855,5,2,3
616,42,42,24,24%,0,2:20 PM,860,4,3,1
617,40,40,26,26%,0,2:25 PM,865,6,3,3
618,42,42,22,22%,0,2:30 PM,870,2,1,1
619,43,43,31,31%,0,2:35 PM,875,4,2,4
620,44,44,24,24%,0,2:40 PM,880,6,5,5
621,41,41,25,25%,0,2:45 PM,885,6,4,5
622,45,45,30,30%,0,2:50 PM,890,4,3,1
623,47,47,23,23%,0,2:55 PM,895,3,3,3
624,44,44,23,23%,0,3:00 PM,900,3,0,0
625,41,41,24,24%,0,3:05 PM,905,5,5,3
626,47,47,20,20%,0,3:10 PM,910,1,1,0
627,43,43,26,26%,0,3:15 PM,915,5,3,4
628,42,42,23,23%,0,3:20 PM,920,4,2,0
629,47,47,26,26%,0,3:25 PM,925,3,1,1
630,42,42,27,27%,0,3:30 PM,930,5,4,2
631,43,43,28,28%,0,3:35 PM,935,1,1,1
632,45,45,21,21%,0,3:40 PM,940,3,1,1
633,43,43,25,25%,0,3:45 PM,945,7,5,7
634,43,43,28,28%,0,3:50 PM,950,4,3,2
635,45,45,23,23%,0,3:55 PM,955,7,4,5
636,46,46,24,24%,0,4:00 PM,960,1,1,0
637,44,44,24,24%,0,4:05 PM,965,0,0,0
638,43,43,28,28%,0,4:10 PM,970,0,0,0
639,48,48,25,25%,0,4:15 PM,975,1,0,1
640,46,46,21,21%,0,4:20 PM,980,4,4,3
641,45,45,27,27%,0,4:25 PM,985,5,2,4
642,49,49,28,28%,0,4:30 PM,990,2,1,2
643,43,43,23,23%,0,4:35 PM,995,0,0,0
644,43,43,29,29%,0,4:40 PM,1000,5,4,5
645,45,45,31,31%,0,4:45 PM,1005,3,0,0
646,44,44,34,34%,0,4:50 PM,1010,4,2,3
647,49,49,33,33%,0,4:55 PM,1015,4,2,0
648,44,44,31,31%,0,5:00 PM,1020,1,1,1
649,43,43,32,32%,0,5:05 PM,1025,3,1,0
650,46,46,32,32%,0,5:10 PM,1030,0,0,0
651,51,51,29,29%,0,5:15 PM,1035,5,3,4
652,51,51,26,26%,0,5:20 PM,1040,3,2,1
653,54,54,29,29%,0,5:25 PM,1045,5,2,4
654,54,54,29,29%,0,5:30 PM,1050,4,4,4
655,52,52,23,23%,0,5:35 PM,1055,2,1,0
656,53,53,25,25%,0,5:40 PM,1060,5,3,1
657,57,57,23,23%,0,5:45 PM,1065,5,4,1
658,53,53,26,26%,0,5:50 PM,1070,6,5,6
659,51,51,26,26%,1,5:55 PM,1075,5,4,1
660,57,57,27,27%,0,7:00 AM,420,7,4,3
661,53,53,32,32%,0,7:05 AM,425,6,4,6
662,55,55,44,44%,0,7:10 AM,430,5,3,4
663,55,55,46,46%,0,7:15 AM,435,5,4,5
664,51,51,47,47%,0,7:20 AM,440,4,1,0
665,55,55,46,46%,0,7:25 AM,445,5,5,5
666,56,56,46,46%,0,7:30 AM,450,11,10,10
667,52,52,44,44%,0,7:35 AM,455,7,5,4
668,55,55,40,40%,0,7:40 AM,460,7,7,4
669,55,55,42,42%,0,7:45 AM,465,5,5,2
670,53,53,41,41%,0,7:50 AM,470,9,6,7
671,50,50,41,41%,1,7:55 AM,475,7,7,3
672,45,45,44,44%,0,8:00 AM,480,2,0,1
673,45,45,45,45%,0,8:05 AM,485,2,1,2
674,50,50,40,40%,0,8:10 AM,490,0,0,0
675,46,46,38,38%,0,8:15 AM,495,2,1,1
676,46,46,41,41%,0,8:20 AM,500,5,4,1
677,44,44,38,38%,0,8:25 AM,505,3,1,3
678,45,45,37,37%,0,8:30 AM,510,5,4,3
679,42,42,37,37%,0,8:35 AM,515,3,0,3
680,46,46,32,32%,0,8:40 AM,520,4,2,0
681,44,44,23,23%,0,8:45 AM,525,6,3,2
682,41,41,25,25%,0,8:50 AM,530,6,3,3
683,43,43,24,24%,0,8:55 AM,535,2,1,1
684,47,47,26,26%,0,9:00 AM,540,3,3,3
685,45,45,27,27%,0,9:05 AM,545,3,2,1
686,41,41,24,24%,0,9:10 AM,550,3,2,3
687,43,43,23,23%,0,9:15 AM,555,5,5,2
688,43,43,23,23%,0,9:20 AM,560,4,4,4
689,44,44,27,27%,0,9:25 AM,565,0,0,0
690,45,45,24,24%,0,9:30 AM,570,1,0,0
691,45,45,25,25%,0,9:35 AM,575,1,1,1
692,44,44,25,25%,0,9:40 AM,580,4,3,1
693,42,42,22,22%,0,9:45 AM,585,8,7,7
694,42,42,22,22%,0,9:50 AM,590,2,2,2
695,42,42,24,24%,0,9:55 AM,595,7,6,3
696,40,40,23,23%,0,10:00 AM,600,6,3,4
697,44,44,27,27%,0,10:05 AM,605,9,6,9
698,45,45,27,27%,0,10:10 AM,610,5,5,4
699,43,43,23,23%,0,10:15 AM,615,2,1,1
700,42,42,24,24%,0,10:20 AM,620,0,0,0
701,39,39,26,26%,0,10:25 AM,625,5,4,4
702,40,40,27,27%,0,10:30 AM,630,4,3,0
703,42,42,24,24%,0,10:35 AM,635,3,2,2
704,44,44,21,21%,0,10:40 AM,640,4,4,1
705,45,45,27,27%,0,10:45 AM,645,2,0,2
706,38,38,25,25%,0,10:50 AM,650,3,1,3
707,43,43,22,22%,0,10:55 AM,655,10,10,7
708,41,41,23,23%,0,11:00 AM,660,2,0,2
709,39,39,27,27%,0,11:05 AM,665,0,0,0
710,41,41,25,25%,0,11:10 AM,670,1,0,1
711,46,46,21,21%,0,11:15 AM,675,1,1,1
712,43,43,27,27%,0,11:20 AM,680,2,2,1
713,44,44,20,20%,0,11:25 AM,685,2,0,2
714,46,46,23,23%,0,11:30 AM,690,1,1,1
715,43,43,27,27%,0,11:35 AM,695,2,1,2
716,46,46,21,21%,0,11:40 AM,700,1,0,1
717,42,42,25,25%,0,11:45 AM,705,4,4,3
718,41,41,24,24%,0,11:50 AM,710,1,0,1
719,45,45,26,26%,0,11:55 AM,715,3,0,1
720,39,39,24,24%,0,12:00 PM,720,2,1,1
721,49,49,23,23%,0,12:05 PM,725,0,0,0
722,48,48,29,29%,0,12:10 PM,730,1,1,1
723,44,44,25,25%,0,12:15 PM,735,2,1,1
724,51,51,29,29%,0,12:20 PM,740,3,2,1
725,44,44,30,30%,0,12:25 PM,745,3,1,0
726,45,45,31,31%,0,12:30 PM,750,2,2,2
727,43,43,29,29%,0,12:35 PM,755,4,3,1
728,43,43,32,32%,0,12:40 PM,760,2,1,0
729,49,49,31,31%,0,12:45 PM,765,3,0,0
730,43,43,33,33%,0,12:50 PM,770,1,0,1
731,42,42,31,31%,0,12:55 PM,775,3,2,3
732,42,42,25,25%,0,1:00 PM,780,1,1,0
733,47,47,28,28%,0,1:05 PM,785,1,0,1
734,41,41,32,32%,0,1:10 PM,790,2,0,0
735,46,46,37,37%,0,1:15 PM,795,7,7,3
736,48,48,32,32%,0,1:20 PM,800,1,1,1
737,51,51,36,36%,0,1:25 PM,805,3,2,0
738,41,41,38,38%,0,1:30 PM,810,6,3,4
739,47,47,36,36%,0,1:35 PM,815,5,5,1
740,42,42,35,35%,0,1:40 PM,820,2,2,1
741,40,40,36,36%,0,1:45 PM,825,5,5,4
742,45,45,34,34%,0,1:50 PM,830,6,4,2
743,46,46,36,36%,0,1:55 PM,835,6,5,2
744,46,46,34,34%,0,2:00 PM,840,0,0,0
745,48,48,31,31%,0,2:05 PM,845,2,2,0
746,47,47,29,29%,0,2:10 PM,850,1,0,0
747,49,49,24,24%,0,2:15 PM,855,0,0,0
748,49,49,21,21%,0,2:20 PM,860,2,0,2
749,54,54,21,21%,0,2:25 PM,865,3,1,1
750,50,50,22,22%,0,2:30 PM,870,0,0,0
751,51,51,26,26%,0,2:35 PM,875,5,5,5
752,55,55,27,27%,0,2:40 PM,880,4,1,4
753,52,52,23,23%,0,2:45 PM,885,6,4,6
754,51,51,24,24%,0,2:50 PM,890,4,1,4
755,50,50,25,25%,1,2:55 PM,895,5,2,5
756,48,48,23,23%,0,3:00 PM,900,3,3,2
757,49,49,25,25%,0,3:05 PM,905,6,6,6
758,44,44,27,27%,0,3:10 PM,910,5,2,1
759,39,39,23,23%,0,3:15 PM,915,5,3,3
760,46,46,25,25%,0,3:20 PM,920,5,3,3
761,44,44,27,27%,0,3:25 PM,925,2,1,1
762,42,42,26,26%,0,3:30 PM,930,3,0,0
763,43,43,29,29%,0,3:35 PM,935,4,4,4
764,47,47,27,27%,0,3:40 PM,940,6,4,4
765,43,43,24,24%,0,3:45 PM,945,7,6,6
766,46,46,24,24%,0,3:50 PM,950,3,1,2
767,47,47,25,25%,0,3:55 PM,955,6,4,2
768,41,41,27,27%,0,4:00 PM,960,2,0,1
769,41,41,28,28%,0,4:05 PM,965,3,0,0
770,45,45,24,24%,0,4:10 PM,970,4,1,1
771,47,47,26,26%,0,4:15 PM,975,2,1,0
772,48,48,30,30%,0,4:20 PM,980,3,2,2
773,45,45,29,29%,0,4:25 PM,985,6,5,2
774,49,49,40,40%,0,4:30 PM,990,7,7,5
775,47,47,38,38%,0,4:35 PM,995,3,1,2
776,44,44,36,36%,0,4:40 PM,1000,6,6,6
777,52,52,36,36%,0,4:45 PM,1005,7,7,5
778,52,52,39,39%,0,4:50 PM,1010,7,5,4
779,48,48,36,36%,1,4:55 PM,1015,4,3,2
780,53,53,35,35%,0,5:00 PM,1020,2,1,2
781,59,59,35,35%,0,5:05 PM,1025,4,3,1
782,58,58,33,33%,0,5:10 PM,1030,4,2,3
783,64,64,38,38%,0,5:15 PM,1035,4,2,0
784,71,71,35,35%,0,5:20 PM,1040,7,4,7
785,64,64,34,34%,0,5:25 PM,1045,3,0,3
786,70,70,34,34%,0,5:30 PM,1050,5,4,5
787,69,69,36,36%,0,5:35 PM,1055,4,3,3
788,71,71,30,30%,0,5:40 PM,1060,6,5,6
789,66,66,29,29%,0,5:45 PM,1065,9,7,6
790,69,69,28,28%,0,5:50 PM,1070,4,2,0
791,64,64,28,28%,2,5:55 PM,1075,6,3,3
792,68,68,25,25%,0,7:00 AM,420,3,3,1
793,62,62,21,21%,0,7:05 AM,425,3,2,3
794,62,62,25,25%,0,7:10 AM,430,3,2,1
795,67,67,26,26%,0,7:15 AM,435,2,0,2
796,65,65,28,28%,0,7:20 AM,440,6,5,5
797,70,70,24,24%,0,7:25 AM,445,5,3,1
798,70,70,22,22%,0,7:30 AM,450,2,0,1
799,64,64,23,23%,0,7:35 AM,455,4,4,3
800,62,62,26,26%,0,7:40 AM,460,4,4,3
801,67,67,23,23%,0,7:45 AM,465,3,3,1
802,69,69,22,22%,0,7:50 AM,470,5,4,1
803,68,68,25,25%,2,7:55 AM,475,5,2,4
804,66,66,25,25%,0,8:00 AM,480,5,3,5
805,66,66,27,27%,0,8:05 AM,485,2,0,2
806,67,67,26,26%,0,8:10 AM,490,6,4,4
807,58,58,27,27%,0,8:15 AM,495,4,1,3
808,64,64,21,21%,0,8:20 AM,500,6,5,3
809,52,52,27,27%,0,8:25 AM,505,5,5,5
810,48,48,27,27%,0,8:30 AM,510,0,0,0
811,44,44,27,27%,0,8:35 AM,515,3,1,3
812,45,45,21,21%,0,8:40 AM,520,5,5,3
813,40,40,26,26%,0,8:45 AM,525,4,2,4
814,44,44,23,23%,0,8:50 AM,530,3,2,1
815,47,47,25,25%,2,8:55 AM,535,1,0,0
816,43,43,23,23%,0,9:00 AM,540,3,1,2
817,41,41,27,27%,0,9:05 AM,545,4,2,1
818,46,46,29,29%,0,9:10 AM,550,3,3,0
819,40,40,22,22%,0,9:15 AM,555,2,0,0
820,44,44,28,28%,0,9:20 AM,560,1,1,1
821,43,43,22,22%,0,9:25 AM,565,3,2,3
822,45,45,27,27%,0,9:30 AM,570,2,0,2
823,45,45,27,27%,0,9:35 AM,575,7,5,6
824,43,43,24,24%,0,9:40 AM,580,3,0,3
825,40,40,25,25%,0,9:45 AM,585,5,4,3
826,41,41,29,29%,0,9:50 AM,590,2,0,1
827,44,44,27,27%,0,9:55 AM,595,6,6,2
828,40,40,23,23%,0,10:00 AM,600,8,5,7
829,46,46,26,26%,0,10:05 AM,605,4,2,0
830,44,44,27,27%,0,10:10 AM,610,2,1,0
831,43,43,24,24%,0,10:15 AM,615,4,4,2
832,44,44,25,25%,0,10:20 AM,620,2,0,2
833,40,40,29,29%,0,10:25 AM,625,7,6,3
834,48,48,25,25%,0,10:30 AM,630,3,2,1
835,40,40,22,22%,0,10:35 AM,635,2,2,0
836,39,39,27,27%,0,10:40 AM,640,5,5,5
837,43,43,30,30%,0,10:45 AM,645,4,2,2
838,45,45,37,37%,0,10:50 AM,650,1,1,0
839,43,43,35,35%,0,10:55 AM,655,4,4,2
840,42,42,37,37%,0,11:00 AM,660,3,3,2
841,39,39,40,40%,0,11:05 AM,665,5,4,2
842,42,42,44,44%,0,11:10 AM,670,0,0,0
843,45,45,41,41%,0,11:15 AM,675,1,0,1
844,49,49,43,43%,0,11:20 AM,680,0,0,0
845,49,49,43,43%,0,11:25 AM,685,1,1,1
846,58,58,44,44%,0,11:30 AM,690,7,4,7
847,52,52,41,41%,0,11:35 AM,695,2,0,0
848,52,52,40,40%,0,11:40 AM,700,5,5,1
849,55,55,40,40%,0,11:45 AM,705,3,2,0
850,53,53,39,39%,0,11:50 AM,710,1,0,1
851,51,51,42,42%,1,11:55 AM,715,5,5,2
852,51,51,29,29%,0,12:00 PM,720,3,0,0
853,56,56,22,22%,0,12:05 PM,725,6,6,5
854,54,54,22,22%,0,12:10 PM,730,7,4,5
855,54,54,22,22%,0,12:15 PM,735,2,0,0
856,53,53,27,27%,0,12:20 PM,740,5,4,3
857,56,56,28,28%,0,12:25 PM,745,7,7,7
858,57,57,23,23%,0,12:30 PM,750,4,1,0
859,46,46,25,25%,0,12:35 PM,755,0,0,0
860,44,44,23,23%,0,12:40 PM,760,4,4,0
861,43,43,23,23%,0,12:45 PM,765,0,0,0
862,45,45,22,22%,0,12:50 PM,770,4,4,0
863,46,46,26,26%,1,12:55 PM,775,2,2,0
864,40,40,24,24%,0,1:00 PM,780,7,5,6
865,39,39,26,26%,0,1:05 PM,785,4,2,3
866,43,43,27,27%,0,1:10 PM,790,2,1,1
867,42,42,29,29%,0,1:15 PM,795,6,4,6
868,45,45,25,25%,0,1:20 PM,800,3,1,0
869,41,41,24,24%,0,1:25 PM,805,4,3,1
870,43,43,26,26%,0,1:30 PM,810,3,2,1
871,43,43,24,24%,0,1:35 PM,815,3,1,1
872,43,43,26,26%,0,1:40 PM,820,2,1,2
873,42,42,23,23%,0,1:45 PM,825,2,0,0
874,44,44,25,25%,0,1:50 PM,830,5,5,4
875,41,41,22,22%,0,1:55 PM,835,6,4,6
876,46,46,24,24%,0,2:00 PM,840,3,1,3
877,42,42,22,22%,0,2:05 PM,845,1,0,0
878,43,43,22,22%,0,2:10 PM,850,1,0,0
879,43,43,27,27%,0,2:15 PM,855,3,3,3
880,48,48,29,29%,0,2:20 PM,860,2,2,2
881,45,45,30,30%,0,2:25 PM,865,2,0,0
882,45,45,27,27%,0,2:30 PM,870,5,3,4
883,44,44,23,23%,0,2:35 PM,875,4,1,3
884,50,50,29,29%,0,2:40 PM,880,3,1,1
885,44,44,23,23%,0,2:45 PM,885,5,3,3
886,46,46,29,29%,0,2:50 PM,890,4,4,0
887,49,49,28,28%,0,2:55 PM,895,3,1,0
888,43,43,24,24%,0,3:00 PM,900,6,5,2
889,41,41,28,28%,0,3:05 PM,905,7,6,6
890,46,46,27,27%,0,3:10 PM,910,1,1,1
891,43,43,25,25%,0,3:15 PM,915,2,1,2
892,43,43,22,22%,0,3:20 PM,920,3,3,2
893,49,49,24,24%,0,3:25 PM,925,7,7,5
894,43,43,22,22%,0,3:30 PM,930,3,3,0
895,48,48,26,26%,0,3:35 PM,935,4,2,2
896,41,41,24,24%,0,3:40 PM,940,7,4,3
897,47,47,25,25%,0,3:45 PM,945,4,1,4
898,48,48,28,28%,0,3:50 PM,950,7,6,4
899,43,43,23,23%,0,3:55 PM,955,6,6,6
900,49,49,29,29%,0,4:00 PM,960,6,5,6
901,50,50,26,26%,0,4:05 PM,965,7,6,5
902,46,46,23,23%,0,4:10 PM,970,2,0,0
903,52,52,26,26%,0,4:15 PM,975,9,8,8
904,49,49,23,23%,0,4:20 PM,980,3,2,0
905,47,47,25,25%,0,4:25 PM,985,5,3,3
906,53,53,27,27%,0,4:30 PM,990,6,4,6
907,53,53,29,29%,0,4:35 PM,995,4,4,1
908,50,50,30,30%,0,4:40 PM,1000,4,1,3
909,54,54,28,28%,0,4:45 PM,1005,5,5,5
910,54,54,26,26%,0,4:50 PM,1010,6,4,3
911,51,51,31,31%,1,4:55 PM,1015,7,7,3
912,53,53,30,30%,0,5:00 PM,1020,5,4,5
913,45,45,32,32%,0,5:05 PM,1025,4,2,2
914,44,44,28,28%,0,5:10 PM,1030,3,1,2
915,46,46,29,29%,0,5:15 PM,1035,2,0,1
916,45,45,27,27%,0,5:20 PM,1040,2,0,0
917,45,45,34,34%,0,5:25 PM,1045,3,1,0
918,49,49,39,39%,0,5:30 PM,1050,1,1,0
919,47,47,34,34%,0,5:35 PM,1055,3,2,1
920,45,45,34,34%,0,5:40 PM,1060,4,1,3
921,44,44,37,37%,0,5:45 PM,1065,7,5,7
922,46,46,34,34%,0,5:50 PM,1070,5,3,2
923,43,43,35,35%,0,5:55 PM,1075,3,0,2
924,40,40,36,36%,0,7:00 AM,420,1,1,0
925,39,39,35,35%,0,7:05 AM,425,1,1,1
926,46,46,36,36%,0,7:10 AM,430,2,0,2
927,44,44,38,38%,0,7:15 AM,435,1,0,0
928,40,40,27,27%,0,7:20 AM,440,3,2,1
929,47,47,29,29%,0,7:25 AM,445,2,2,2
930,43,43,25,25%,0,7:30 AM,450,0,0,0
931,43,43,21,21%,0,7:35 AM,455,2,0,0
932,43,43,24,24%,0,7:40 AM,460,4,4,4
933,45,45,23,23%,0,7:45 AM,465,1,0,0
934,43,43,26,26%,0,7:50 AM,470,1,0,0
935,43,43,26,26%,0,7:55 AM,475,3,1,1
936,46,46,25,25%,0,8:00 AM,480,4,4,4
937,45,45,27,27%,0,8:05 AM,485,1,0,0
938,40,40,30,30%,0,8:10 AM,490,0,0,0
939,49,49,45,45%,0,8:15 AM,495,0,0,0
940,50,50,46,46%,0,8:20 AM,500,2,1,2
941,48,48,42,42%,0,8:25 AM,505,1,0,0
942,49,49,46,46%,0,8:30 AM,510,2,2,1
943,41,41,46,46%,0,8:35 AM,515,3,1,2
944,50,50,47,47%,0,8:40 AM,520,4,3,1
945,46,46,42,42%,0,8:45 AM,525,3,3,3
946,44,44,39,39%,0,8:50 AM,530,2,0,2
947,46,46,39,39%,1,8:55 AM,535,6,5,3
948,45,45,43,43%,0,9:00 AM,540,2,0,1
949,44,44,41,41%,0,9:05 AM,545,0,0,0
950,48,48,44,44%,0,9:10 AM,550,2,1,1
951,45,45,41,41%,0,9:15 AM,555,3,1,0
952,42,42,41,41%,0,9:20 AM,560,3,1,2
953,50,50,38,38%,0,9:25 AM,565,3,1,3
954,43,43,43,43%,0,9:30 AM,570,2,1,2
955,46,46,40,40%,0,9:35 AM,575,3,0,2
956,41,41,38,38%,0,9:40 AM,580,3,0,1
957,50,50,27,27%,0,9:45 AM,585,1,1,0
958,43,43,23,23%,0,9:50 AM,590,2,0,2
959,44,44,25,25%,0,9:55 AM,595,2,1,2
960,46,46,24,24%,0,10:00 AM,600,3,3,3
961,51,51,26,26%,0,10:05 AM,605,3,3,1
962,46,46,24,24%,0,10:10 AM,610,2,0,2
963,52,52,23,23%,0,10:15 AM,615,5,4,4
964,46,46,22,22%,0,10:20 AM,620,1,1,0
965,44,44,24,24%,0,10:25 AM,625,2,1,2
966,49,49,22,22%,0,10:30 AM,630,1,0,1
967,52,52,22,22%,0,10:35 AM,635,6,4,2
968,52,52,26,26%,0,10:40 AM,640,3,0,3
969,54,54,25,25%,0,10:45 AM,645,7,5,3
970,53,53,21,21%,0,10:50 AM,650,3,2,3
971,53,53,27,27%,1,10:55 AM,655,4,3,4
972,51,51,23,23%,0,11:00 AM,660,2,2,2
973,48,48,22,22%,0,11:05 AM,665,2,0,0
974,44,44,25,25%,0,11:10 AM,670,0,0,0
975,50,50,27,27%,0,11:15 AM,675,1,0,0
976,48,48,24,24%,0,11:20 AM,680,3,3,3
977,41,41,24,24%,0,11:25 AM,685,3,0,1
978,46,46,27,27%,0,11:30 AM,690,0,0,0
979,45,45,25,25%,0,11:35 AM,695,2,2,2
980,44,44,28,28%,0,11:40 AM,700,3,1,1
981,45,45,22,22%,0,11:45 AM,705,2,2,1
982,46,46,22,22%,0,11:50 AM,710,4,3,2
983,39,39,27,27%,0,11:55 AM,715,2,1,0
984,43,43,27,27%,0,12:00 PM,720,5,5,5
985,43,43,23,23%,0,12:05 PM,725,7,4,3
986,46,46,24,24%,0,12:10 PM,730,8,8,8
987,47,47,22,22%,0,12:15 PM,735,6,6,5
988,44,44,20,20%,0,12:20 PM,740,4,4,0
989,43,43,26,26%,0,12:25 PM,745,5,4,1
990,45,45,25,25%,0,12:30 PM,750,4,2,0
